title,description,thumbnail
The Social Animal,From the influential New York Times columnist and best-selling author of Bobos in Paradise comes a landmark exploration of how human beings and communities succeed. Reprint. A #1 best-seller.,http://books.google.com/books/content?id=lFJd2ZFp5LcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Liber Novus,"Presents the Swiss psychologist's thoughts, experiences, and everything he felt after a period of time spent seeing visions, hearing voices, and inducing hallucinations.",http://books.google.com/books/content?id=mdVAAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Seabiscuit,"#1 NEW YORK TIMES BESTSELLER • From the author of the runaway phenomenon Unbroken comes a universal underdog story about the horse who came out of nowhere to become a legend. Seabiscuit was one of the most electrifying and popular attractions in sports history and the single biggest newsmaker in the world in 1938, receiving more coverage than FDR, Hitler, or Mussolini. But his success was a surprise to the racing establishment, which had written off the crooked-legged racehorse with the sad tail. Three men changed Seabiscuit’s fortunes: Charles Howard was a onetime bicycle repairman who introduced the automobile to the western United States and became an overnight millionaire. When he needed a trainer for his new racehorses, he hired Tom Smith, a mysterious mustang breaker from the Colorado plains. Smith urged Howard to buy Seabiscuit for a bargain-basement price, then hired as his jockey Red Pollard, a failed boxer who was blind in one eye, half-crippled, and prone to quoting passages from Ralph Waldo Emerson. Over four years, these unlikely partners survived a phenomenal run of bad fortune, conspiracy, and severe injury to transform Seabiscuit from a neurotic, pathologically indolent also-ran into an American sports icon. BONUS: This edition contains a Seabiscuit discussion guide and an excerpt from Unbroken. Praise for Seabiscuit “Fascinating . . . Vivid . . . A first-rate piece of storytelling, leaving us not only with a vivid portrait of a horse but a fascinating slice of American history as well.”—The New York Times “Engrossing . . . Fast-moving . . . More than just a horse’s tale, because the humans who owned, trained, and rode Seabiscuit are equally fascinating. . . . [Laura Hillenbrand] shows an extraordinary talent for describing a horse race so vividly that the reader feels like the rider.”—Sports Illustrated “REMARKABLE . . . MEMORABLE . . . JUST AS COMPELLING TODAY AS IT WAS IN 1938.”—The Washington Post",http://books.google.com/books/content?id=oEFpcR9p4GYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Onward,"A practical framework to avoid burnout and keep great teachers teaching Onward tackles the problem of educator stress, and provides a practical framework for taking the burnout out of teaching. Stress is part of the job, but when 70 percent of teachers quit within their first five years because the stress is making them physically and mentally ill, things have gone too far. Unsurprisingly, these effects are highest in difficult-to-fill positions such as math, science, and foreign languages, and in urban areas and secondary classrooms—places where we need our teachers to be especially motivated and engaged. This book offers a path to resiliency to help teachers weather the storms and bounce back—and work toward banishing the rain for good. This actionable framework gives you concrete steps toward rediscovering yourself, your energy, and your passion for teaching. You’ll learn how a simple shift in mindset can affect your outlook, and how taking care of yourself physically, mentally, and emotionally is one of the most important things you can do. The companion workbook helps you put the framework into action, streamlining your way toward renewal and strength. Cultivate resilience with a four-part framework based on 12 key habits Uncover your true self, understand emotions, and use your energy where it counts Adopt a mindful, story-telling approach to communication and community building Keep learning, playing, and creating to create an environment of collective celebration By cultivating resilience in schools, we help ensure that we are working in, teaching in, and leading organizations where every child thrives, and where the potential of every child is recognized and nurtured. Onward provides a step-by-step plan for reigniting that spark.",http://books.google.com/books/content?id=oLdSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Lies That Chelsea Handler Told Me,"""My tendency to make up stories and lie compulsively for the sake of my own amusement takes up a good portion of my day and provides me with a peace of mind not easily attainable in this economic climate.""--Chelsea Handler, from Chapter 10 of Chelsea Chelsea Bang Bang It's no lie: Chelsea Handler loves to smoke out ""dumbassness,"" the condition people suffer from that allows them to fall prey to her brand of complete and utter nonsense. Friends, family, co-workers--they've all been tricked by Chelsea into believing stories of total foolishness and into behaving like total fools. Luckily, they've lived to tell the tales and, for the very first time, write about them.",http://books.google.com/books/content?id=Cl-qyLII3tMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
In the Garden of Beasts,The best-selling author of Devil in the White City documents the efforts of first American ambassador to Hitler's Germany William E. Dodd to acclimate to a residence in an increasingly violent city where he is forced to associate with the Nazis while his daughter pursues a relationship with Gestapo chief Rudolf Diels.,http://books.google.com/books/content?id=rV-ODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Those Guys Have All the Fun,"In the exclusive behind the scenes look, sports fans can unlock the fascinating history of the channel that changed the way people watch and interact with their favorite teams. It began, in 1979, as a mad idea of starting a cable channel to televise local sporting events throughout the state of Connecticut. Today, ESPN is arguably the most successful network in modern television history, spanning eight channels in the Unites States and around the world. But the inside story of its rise has never been fully told-until now. Drawing upon over 500 interviews with the greatest names in ESPN's history and an All-Star collection of some of the world's finest athletes, bestselling authors James Miller and Tom Shales take us behind the cameras. Now, in their own words, the men and women who made ESPN great reveal the secrets behind its success-as well as the many scandals, rivalries, off-screen battles and triumphs that have accompanied that ascent. From the unknown producers and business visionaries to the most famous faces on television, it's all here.",http://books.google.com/books/content?id=SkYN5eMreOUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Greater Journey,"The #1 bestseller that tells the remarkable story of the generations of American artists, writers, and doctors who traveled to Paris, the intellectual, scientific, and artistic capital of the western world, fell in love with the city and its people, and changed America through what they learned, told by America’s master historian, David McCullough. Not all pioneers went west. In The Greater Journey, David McCullough tells the enthralling, inspiring—and until now, untold—story of the adventurous American artists, writers, doctors, politicians, and others who set off for Paris in the years between 1830 and 1900, hungry to learn and to excel in their work. What they achieved would profoundly alter American history. Elizabeth Blackwell, the first female doctor in America, was one of this intrepid band. Another was Charles Sumner, whose encounters with black students at the Sorbonne inspired him to become the most powerful voice for abolition in the US Senate. Friends James Fenimore Cooper and Samuel F. B. Morse worked unrelentingly every day in Paris, Morse not only painting what would be his masterpiece, but also bringing home his momentous idea for the telegraph. Harriet Beecher Stowe traveled to Paris to escape the controversy generated by her book, Uncle Tom’s Cabin. Three of the greatest American artists ever—sculptor Augustus Saint-Gaudens, painters Mary Cassatt and John Singer Sargent—flourished in Paris, inspired by French masters. Almost forgotten today, the heroic American ambassador Elihu Washburne bravely remained at his post through the Franco-Prussian War, the long Siege of Paris, and the nightmare of the Commune. His vivid diary account of the starvation and suffering endured by the people of Paris is published here for the first time. Telling their stories with power and intimacy, McCullough brings us into the lives of remarkable men and women who, in Saint-Gaudens’ phrase, longed “to soar into the blue.",http://books.google.com/books/content?id=lQaPIYIfcM8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Unbroken,"Relates the story of a U.S. airman who survived when his bomber crashed into the sea during World War II, spent forty-seven days adrift in the ocean before being rescued by the Japanese Navy, and was held as a prisoner until the end of the war.",http://books.google.com/books/content?id=1PeLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Stolen Life,"A raw and powerful memoir of Jaycee Lee Dugard's own story of being kidnapped as an 11-year-old and held captive for over 18 years On 10 June 1991, eleven-year-old Jaycee Dugard was abducted from a school bus stop within sight of her home in Tahoe, California. It was the last her family and friends saw of her for over eighteen years. On 26 August 2009, Dugard, her daughters, and Phillip Craig Garrido appeared in the office of her kidnapper's parole officer in California. Their unusual behaviour sparked an investigation that led to the positive identification of Jaycee Lee Dugard, living in a tent behind Garrido's home. During her time in captivity, at the age of fourteen and seventeen, she gave birth to two daughters, both fathered by Garrido. Dugard's memoir is written by the 30-year-old herself and covers the period from the time of her abduction in 1991 up until the present. In her stark, utterly honest and unflinching narrative, Jaycee opens up about what she experienced, including how she feels now, a year after being found. Garrido and his wife Nancy have since pleaded guilty to their crimes.",http://books.google.com/books/content?id=KHJFse5YBT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
In My Time,"In this eagerly anticipated memoir, former Vice President Dick Cheney delivers an unyielding portrait of American politics over nearly forty years and shares personal reflections on his role as one of the most steadfast and influential statesmen in the history of our country. The public perception of Dick Cheney has long been something of a contradiction. He has been viewed as one of the most powerful vice presidents—secretive, even mysterious, and at the same time opinionated and unflinchingly outspoken. He has been both praised and attacked by his peers, the press, and the public. Through it all, courting only the ideals that define him, he has remained true to himself, his principles, his family, and his country. Now in an enlightening and provocative memoir, a stately page-turner with flashes of surprising humor and remarkable candor, Dick Cheney takes readers through his experiences as family man, policymaker, businessman, and politician during years that shaped our collective history. Born into a family of New Deal Democrats in Lincoln, Nebraska, Cheney was the son of a father at war and a high-spirited and resilient mother. He came of age in Casper, Wyoming, playing baseball and football and, as senior class president, courting homecoming queen Lynne Vincent, whom he later married. This all-American story took an abrupt turn when he flunked out of Yale University, signed on to build power line in the West, and started living as hard as he worked. Cheney tells the story of how he got himself back on track and began an extraordinary ascent to the heights of American public life, where he would remain for nearly four decades: * He was the youngest White House Chief of Staff, working for President Gerald Ford—the first of four chief executives he would come to know well. * He became Congressman from Wyoming and was soon a member of the congressional leadership working closely with President Ronald Reagan. * He became secretary of defense in the George H. W. Bush administration, overseeing America’s military during Operation Desert Storm and in the historic transition at the end of the Cold War. * He was CEO of Halliburton, a Fortune 500 company with projects and personnel around the globe. * He became the first vice president of the United States to serve out his term of office in the twenty-first century. Working with George W. Bush from the beginning of the global war on terror, he was—and remains—an outspoken defender of taking every step necessary to defend the nation. Eyewitness to history at the highest levels, Cheney brings to life scenes from past and present. He describes driving through the White House gates on August 9, 1974, just hours after Richard Nixon resigned, to begin work on the Ford transition; and he portrays a time of national crisis a quarter century later when, on September 11, 2001, he was in the White House bunker and conveyed orders to shoot down a hijacked airliner if it would not divert. With its unique perspective on a remarkable span of American history, In My Time will enlighten. As an intimate and personal chronicle, it will surprise, move, and inspire. Dick Cheney’s is an enduring political vision to be reckoned with and admired for its honesty, its wisdom, and its resonance. In My Time is truly the last word about an incredible political era, by a man who lived it and helped define it—with courage and without compromise.",http://books.google.com/books/content?id=OEyfnCb_MbEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jacqueline Kennedy,"Photographs of the former first lady and the suits, dresses, and gowns she wore during her White House years accompany essays describing each outfit's history.",http://books.google.com/books/content?id=f_3NzYT79dIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Journal of the Proceedings of the City Council,,http://books.google.com/books/content?id=TWw0AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Steve Jobs,"Draws on more than forty interviews with Steve Jobs, as well as interviews with family members, friends, competitors, and colleagues to offer a look at the co-founder and leading creative force behind the Apple computer company.",http://books.google.com/books/content?id=8U2oAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
American Sniper,"The #1 New York Times bestselling memoir of U.S. Navy Seal Chris Kyle, and the source for Clint Eastwood’s blockbuster movie which was nominated for six academy awards, including best picture. From 1999 to 2009, U.S. Navy SEAL Chris Kyle recorded the most career sniper kills in United States military history. His fellow American warriors, whom he protected with deadly precision from rooftops and stealth positions during the Iraq War, called him “The Legend”; meanwhile, the enemy feared him so much they named him al-Shaitan (“the devil”) and placed a bounty on his head. Kyle, who was tragically killed in 2013, writes honestly about the pain of war—including the deaths of two close SEAL teammates—and in moving first-person passages throughout, his wife, Taya, speaks openly about the strains of war on their family, as well as on Chris. Gripping and unforgettable, Kyle’s masterful account of his extraordinary battlefield experiences ranks as one of the great war memoirs of all time.",http://books.google.com/books/content?id=X3S8wiAdcAYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ameritopia,Levin explores the philosophical basis of America's foundations and the crisis that the government faces today.,http://books.google.com/books/content?id=oYlRN_8FegcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Imagine This,"Until now, the true story of John Lennon's childhood has never been told. John's sister Julia has herself been on a personal journey that has made it possible only now to reveal the full extent of the pain and difficulties - as well as the happier times - living inside John Lennon's family brought. Julia reveals the various strong, self-willed and selfish women who surrounded John as he grew up. John was removed from his mother at the age of 5 to live with his Aunt Mimi, and here Julia shows for the first time the cruelty of this decision - to both mother and son, she sheds a new light on his upbringing with Mimi which is often at dramatic odds with the accepted tale. John's frequent visits to his mother and sisters gave him the liveliness, freedom and love he sought and allowed him to develop his musical talents. The tragic death of their mother, knocked down outside Aunt Mimi's house by a speeding car when John was 17, meant that life for him and his sisters would never be the same again. Poignant, raw and beautifully written, IMAGINE THIS casts John Lennon's life in a new light and reveals the source of his emotional fragility and musical genius. It is also one family's extraordinary story of how it dealt with fame and tragedy beyond all imagining.",http://books.google.com/books/content?id=QGc6AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Drift,"Identifying what the author believes to be a battle between the priorities of civilian life and the war, the host of the critically acclaimed The Rachel Maddow Show explains that today's focus on national security is actually compromising national stability, tracing the historical events and contributing factors that have promoted a deeply militarized American culture.",http://books.google.com/books/content?id=5rmWtLHPa8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Passage of Power,"Examines Lyndon Johnson's volatile relationships with John and Robert Kennedy, describes JFK's assassination from Johnson's viewpoint, and recounts his accomplishments as president before they were overshadowed by the Vietnam War.",http://books.google.com/books/content?id=rQO5g9pQjDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Amateur,"*Shortlisted for the Baillie Gifford Prize for Nonfiction *Shortlisted for the Lambda Literary Award in Transgender Memoir/Biography *Shortlisted for the Wellcome Book Prize One of The Times UK’s Best Memoirs of 2018, BuzzFeed’s Best Nonfiction of 2018, Autostraddle’s Best LGBT Books of 2018, Book Riot’s Best Queer Books of 2018, and 52 Insight’s Favorite Nonfiction Books of 2018 A “no-holds-barred examination of masculinity” (BuzzFeed) and violence from award-winning author Thomas Page McBee. In this “refreshing and radical” (The Guardian) narrative, Thomas McBee, a trans man, sets out to uncover what makes a man—and what being a “good” man even means—through his experience training for and fighting in a charity boxing match at Madison Square Garden. A self-described “amateur” at masculinity, McBee embarks on a wide-ranging exploration of gender in society, examining sexism, toxic masculinity, and privilege. As he questions the limitations of gender roles and the roots of masculine aggression, he finds intimacy, hope, and even love in the experience of boxing and in his role as a man in the world. Despite personal history and cultural expectations, “Amateur is a reminder that the individual can still come forward and fight” (The A.V. Club). “Sharp and precise, open and honest,” (Women’s Review of Books), McBee’s writing asks questions “relevant to all people, trans or not” (New York Newsday). Through interviews with experts in neuroscience, sociology, and critical race theory, he constructs a deft and thoughtful examination of the role of men in contemporary society. Amateur is a graceful and uncompromising look at gender by a fearless, fiercely honest writer.",http://books.google.com/books/content?id=WsCSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Wild,"A powerful, blazingly honest, inspiring memoir: the story of a 1,100 mile solo hike that broke down a young woman reeling from catastrophe--and built her back up again.",http://books.google.com/books/content?id=CdtYvZwZUFQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Unbroken,"Relates the story of a U.S. airman who survived when his bomber crashed into the sea during World War II, spent forty-seven days adrift in the ocean before being rescued by the Japanese Navy, and was held as a prisoner until the end of the war.",http://books.google.com/books/content?id=1PeLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Paterno,,http://books.google.com/books/content?id=NSHYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Obama's America,Argues that President Obama's recent actions prove his anti-colonialist roots and predicts how much worse America is because of President Obama's second term. By the best-selling author of The Roots of Obama's Rage. Reprint.,http://books.google.com/books/content?id=1MLjAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
No Easy Day,Examines the mission that killed Osama Bin Laden and describes previously unreported missions that illustrate the life and work of a SEAL and the evolution of the team after the events of September 11.,http://books.google.com/books/content?id=seEBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Killing Kennedy,"A riveting historical narrative of the shocking events surrounding the assassination of John F. Kennedy, and the follow-up to mega-bestselling author Bill O'Reilly's Killing Lincoln More than a million readers have thrilled to Bill O'Reilly's Killing Lincoln, the page-turning work of nonfiction about the shocking assassination that changed the course of American history. Now the iconic anchor of The O'Reilly Factor recounts in gripping detail the brutal murder of John Fitzgerald Kennedy—and how a sequence of gunshots on a Dallas afternoon not only killed a beloved president but also sent the nation into the cataclysmic division of the Vietnam War and its culture-changing aftermath. In January 1961, as the Cold War escalates, John F. Kennedy struggles to contain the growth of Communism while he learns the hardships, solitude, and temptations of what it means to be president of the United States. Along the way he acquires a number of formidable enemies, among them Soviet leader Nikita Khrushchev, Cuban dictator Fidel Castro, and Allen Dulles, director of the Central Intelligence Agency. In addition, powerful elements of organized crime have begun to talk about targeting the president and his brother, Attorney General Robert Kennedy. In the midst of a 1963 campaign trip to Texas, Kennedy is gunned down by an erratic young drifter named Lee Harvey Oswald. The former Marine Corps sharpshooter escapes the scene, only to be caught and shot dead while in police custody. The events leading up to the most notorious crime of the twentieth century are almost as shocking as the assassination itself. Killing Kennedy chronicles both the heroism and deceit of Camelot, bringing history to life in ways that will profoundly move the reader. This may well be the most talked about book of the year.",http://books.google.com/books/content?id=p0BJt71jT9YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Thomas Jefferson,"In this unique biography of Thomas Jefferson, leading journalist and social critic Christopher Hitchens offers a startlingly new and provocative interpretation of our Founding Father. Situating Jefferson within the context of America's evolution and tracing his legacy over the past two hundred years, Hitchens brings the character of Jefferson to life as a man of his time and also as a symbolic figure beyond it. Conflicted by power, Jefferson wrote the Declaration of Independence and acted as Minister to France yet yearned for a quieter career in the Virginia legislature. Predicting that slavery would shape the future of America's development, this professed proponent of emancipation elided the issue in the Declaration and continued to own human property. An eloquent writer, he was an awkward public speaker; a reluctant candidate, he left an indelible presidential legacy. Jefferson's statesmanship enabled him to negotiate the Louisiana Purchase with France, doubling the size of the nation, and he authorized the Lewis and Clark expedition, opening up the American frontier for exploration and settlement. Hitchens also analyzes Jefferson's handling of the Barbary War, a lesser-known chapter of his political career, when his attempt to end the kidnapping and bribery of Americans by the Barbary states, and the subsequent war with Tripoli, led to the building of the U.S. navy and the fortification of America's reputation regarding national defense. In the background of this sophisticated analysis is a large historical drama: the fledgling nation's struggle for independence, formed in the crucible of the eighteenth-century Enlightenment, and, in its shadow, the deformation of that struggle in the excesses of the French Revolution. This artful portrait of a formative figure and a turbulent era poses a challenge to anyone interested in American history -- or in the ambiguities of human nature.",http://books.google.com/books/content?id=piGlW1OyEmAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
My Beloved World,"The first Hispanic American on the U.S. Supreme Court shares the story of her life before becoming a judge, describing her youth in a Bronx housing project, the ambition that fueled her ivy league education, and the individuals who helped shape her career.",http://books.google.com/books/content?id=a8pvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Salt Sugar Fat,"From a Pulitzer Prize-winning investigative reporter at The New York Times comes the troubling story of the rise of the processed food industry -- and how it used salt, sugar, and fat to addict us. Salt Sugar Fat is a journey into the highly secretive world of the processed food giants, and the story of how they have deployed these three essential ingredients, over the past five decades, to dominate the North American diet. This is an eye-opening book that demonstrates how the makers of these foods have chosen, time and again, to double down on their efforts to increase consumption and profits, gambling that consumers and regulators would never figure them out. With meticulous original reporting, access to confidential files and memos, and numerous sources from deep inside the industry, it shows how these companies have pushed ahead, despite their own misgivings (never aired publicly). Salt Sugar Fat is the story of how we got here, and it will hold the food giants accountable for the social costs that keep climbing even as some of the industry's own say, ""Enough already.""",http://books.google.com/books/content?id=_TAMKzMJ3w4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sum it Up,The former head coach of the Tennessee Vols women's basketball team describes how her upbringing helped her to develop a balanced coaching style and recounts her recent personal battle against early-onset Alzheimer's disease.,http://books.google.com/books/content?id=bEEdS1d7TagC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Lean In,"The #1 international best seller In Lean In, Sheryl Sandberg reignited the conversation around women in the workplace. Sandberg is chief operating officer of Facebook and coauthor of Option B with Adam Grant. In 2010, she gave an electrifying TED talk in which she described how women unintentionally hold themselves back in their careers. Her talk, which has been viewed more than six million times, encouraged women to “sit at the table,” seek challenges, take risks, and pursue their goals with gusto. Lean In continues that conversation, combining personal anecdotes, hard data, and compelling research to change the conversation from what women can’t do to what they can. Sandberg provides practical advice on negotiation techniques, mentorship, and building a satisfying career. She describes specific steps women can take to combine professional achievement with personal fulfillment, and demonstrates how men can benefit by supporting women both in the workplace and at home. Written with humor and wisdom, Lean In is a revelatory, inspiring call to action and a blueprint for individual growth that will empower women around the world to achieve their full potential.",http://books.google.com/books/content?id=y9_mxZLYiiMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Let's Explore Diabetes with Owls,"A guy walks into a bar car and... From here the story could take many turns. When this guy is David Sedaris, the possibilities are endless, but the result is always the same: he will both delight you with twists of humor and intelligence and leave you deeply moved. Sedaris remembers his father's dinnertime attire (shirtsleeves and underpants), his first colonoscopy (remarkably pleasant), and the time he considered buying the skeleton of a murdered Pygmy. With Let's Explore Diabetes with Owls, David Sedaris shows once again why his work has been called ""hilarious, elegant, and surprisingly moving"" (Washington Post).",http://books.google.com/books/content?id=zmE7FMYJg8IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Happy, Happy, Happy",The dust bunnies are back for another round of rhyming fun. But this time a big MEAN dust bunny wants to play—and run and chase and grab! Can the four little dust bunnies get that bully to play nice? Jan Thomas’s lovable critters shine again in this hilarious rhyme-filled book that starts with scares and ends with…smiles.,http://books.google.com/books/content?id=yc3qq2BDzmsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Guns at Last Light,"#1 NEW YORK TIMES BESTSELLER The magnificent conclusion to Rick Atkinson's acclaimed Liberation Trilogy about the Allied triumph in Europe during World War II It is the twentieth century's unrivaled epic: at a staggering price, the United States and its allies liberated Europe and vanquished Hitler. In the first two volumes of his bestselling Liberation Trilogy, Rick Atkinson recounted how the American-led coalition fought through North Africa and Italy to the threshold of victory. Now, in The Guns at Last Light, he tells the most dramatic story of all—the titanic battle for Western Europe. D-Day marked the commencement of the final campaign of the European war, and Atkinson's riveting account of that bold gamble sets the pace for the masterly narrative that follows. The brutal fight in Normandy, the liberation of Paris, the disaster that was Operation Market Garden, the horrific Battle of the Bulge, and finally the thrust to the heart of the Third Reich—all these historic events and more come alive with a wealth of new material and a mesmerizing cast of characters. Atkinson tells the tale from the perspective of participants at every level, from presidents and generals to war-weary lieutenants and terrified teenage riflemen. When Germany at last surrenders, we understand anew both the devastating cost of this global conflagration and the enormous effort required to win the Allied victory. With the stirring final volume of this monumental trilogy, Atkinson's accomplishment is manifest. He has produced the definitive chronicle of the war that unshackled a continent and preserved freedom in the West. One of The Washington Post's Top 10 Books of the Year A Kirkus Reviews Best Nonfiction Book of 2013",http://books.google.com/books/content?id=FUQ9lEHO0QoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Eleven Rings,"The head coach of the Chicago Bulls and Los Angeles Lakers traces the life experiences and philosophies that inspired his championship-winning techniques, revealing how he forged successful teams by combining talents and promoting trust.",http://books.google.com/books/content?id=kaaMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Zealot,"#1 NEW YORK TIMES BESTSELLER • A meticulously researched biography that challenges long-held assumptions about Jesus, from the host of CNN’s Believer NAMED ONE OF THE BEST BOOKS OF THE YEAR BY Good Housekeeping • Booklist • Publishers Weekly • Bookish Two thousand years ago, an itinerant Jewish preacher and miracle worker walked across the Galilee, gathering followers to establish what he called the “Kingdom of God.” The revolutionary movement he launched was so threatening to the established order that he was captured, tortured, and executed as a state criminal. Within decades after his shameful death, his followers would call him God. Sifting through centuries of mythmaking, Reza Aslan sheds new light on one of history’s most influential and enigmatic characters by examining Jesus through the lens of the tumultuous era in which he lived: first-century Palestine, an age awash in apocalyptic fervor. Scores of Jewish prophets, preachers, and would-be messiahs wandered through the Holy Land, bearing messages from God. This was the age of zealotry—a fervent nationalism that made resistance to the Roman occupation a sacred duty incumbent on all Jews. And few figures better exemplified this principle than the charismatic Galilean who defied both the imperial authorities and their allies in the Jewish religious hierarchy. Balancing the Jesus of the Gospels against the historical sources, Aslan describes a man full of conviction and passion, yet rife with contradiction; a man of peace who exhorted his followers to arm themselves with swords; an exorcist and faith healer who urged his disciples to keep his identity a secret; and ultimately the seditious “King of the Jews” whose promise of liberation from Rome went unfulfilled in his brief lifetime. Aslan explores the reasons why the early Christian church preferred to promulgate an image of Jesus as a peaceful spiritual teacher rather than a politically conscious revolutionary. And he grapples with the riddle of how Jesus understood himself, the mystery that is at the heart of all subsequent claims about his divinity. Zealot yields a fresh perspective on one of the greatest stories ever told even as it affirms the radical and transformative nature of Jesus of Nazareth’s life and mission. The result is a thought-provoking, elegantly written biography with the pulse of a fast-paced novel: a singularly brilliant portrait of a man, a time, and the birth of a religion. Praise for Zealot “Riveting . . . Aslan synthesizes Scripture and scholarship to create an original account.”—The New Yorker “A lucid, intelligent page-turner.”—Los Angeles Times “Fascinatingly and convincingly drawn . . . Aslan may come as close as one can to respecting those who revere Jesus as the peace-loving, turn-the-other-cheek, true son of God depicted in modern Christianity, even as he knocks down that image.”—The Seattle Times “[Aslan’s] literary talent is as essential to the effect of Zealot as are his scholarly and journalistic chops. . . . A vivid, persuasive portrait.”—Salon “This tough-minded, deeply political book does full justice to the real Jesus, and honors him in the process.”—San Francisco Chronicle",http://books.google.com/books/content?id=FrK5K4DeDbwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Liberty Amendments,"Mark R. Levin has made the case, in numerous bestselling books that the principles undergirding our society and governmental system are unraveling. In The Liberty Amendments, he turns to the founding fathers and the constitution itself for guidance in restoring the American republic. The delegates to the 1787 Constitutional Convention and the delegates to each state’s ratification convention foresaw a time when the Federal government might breach the Constitution’s limits and begin oppressing the people. Agencies such as the IRS and EPA and programs such as Obamacare demonstrate that the Framers’ fear was prescient. Therefore, the Framers provided two methods for amending the Constitution. The second was intended for our current circumstances—empowering the states to bypass Congress and call a convention for the purpose of amending the Constitution. Levin argues that we, the people, can avoid a perilous outcome by seeking recourse, using the method called for in the Constitution itself. The Framers adopted ten constitutional amendments, called the Bill of Rights, that would preserve individual rights and state authority. Levin lays forth eleven specific prescriptions for restoring our founding principles, ones that are consistent with the Framers’ design. His proposals—such as term limits for members of Congress and Supreme Court justices and limits on federal taxing and spending—are pure common sense, ideas shared by many. They draw on the wisdom of the Founding Fathers—including James Madison, Benjamin Franklin, Thomas Jefferson, and numerous lesser-known but crucially important men—in their content and in the method for applying them to the current state of the nation. Now is the time for the American people to take the first step toward reclaiming what belongs to them. The task is daunting, but it is imperative if we are to be truly free.",http://books.google.com/books/content?id=g6IlunL0C2UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Si-cology 1,"A star of the hit A&E show Duck Dynasty brings together his best tall tales, crazy exploits and quirky one-liners in a single raucous collection.",http://books.google.com/books/content?id=6dXIBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Killing Jesus,"Millions of readers have thrilled to bestselling authors Bill O'Reilly and historian Martin Dugard's Killing Kennedy and Killing Lincoln, page-turning works of nonfiction that have changed the way we read history. Now the iconic anchor of The O'Reilly Factor details the events leading up to the murder of the most influential man in history: Jesus of Nazareth. Nearly two thousand years after this beloved and controversial young revolutionary was brutally killed by Roman soldiers, more than 2.2 billion human beings attempt to follow his teachings and believe he is God. Killing Jesus will take readers inside Jesus's life, recounting the seismic political and historical events that made his death inevitable - and changed the world forever.",http://books.google.com/books/content?id=KqXKl7P2uQkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
